Text,Date,Favorites,Retweets,Tweet ID
									    "A storied franchise with a loyal fanbase, @buffalobills should remain in Buffalo.",2014-04-21 15:17:33,1607,2019,458323671330078720
									    """We all know that chess is a game of strategy. So is business."" - Think Like a Champion",2014-04-21 15:11:37,271,316,458322181718810625
									    ".@NJPGA Club of the Year, Trump Nat’l Bedminster is NJ's top family country club with two award winning courses http://bit.ly/1mpsOg0 ",2014-04-21 14:56:18,33,18,458318326901788672
									    "Just finished another week of filming @ApprenticeNBC. This season, a record 14th, is shaping up to be the best yet.",2014-04-21 14:49:47,106,34,458316684382978048
									    “@IvankaTrump: ‘Trump Estates Dubai unlike anything else in the region’”  http://bit.ly/1mprGsK  via @aawsat_eng by Musaid Al-Zayani,2014-04-21 14:47:13,25,10,458316040553123840
									    """@FrohawkMahDude   I liked @realDonaldTrump, but the more u tweet, the more I love you man. #TrumpsBills #billsmafia""  @nflcommish",2014-04-21 09:14:53,48,14,458232403669307392
									    """@josegonzalez_69 @realDonaldTrump If you buy the team it would win the superbowl!"" @nflcommish",2014-04-21 09:10:45,33,9,458231365889433601
									    """@AndrewZufel @realDonaldTrump You would rejuvenate the entire"""Obama through his cronies said the Keysyone pipeline was ""not "I"""H"""""""""""@SRWMiChelleJ: @realDonaldTrump and I have the same birthday...always praying I can emulate his business saavy. #GeminisWeAre""",2014-04-20 03:29:08,13,6,457783006854672384
									    """@YMatthews956"""@cedwardsmedia: @realDonaldTrump @CanizalVania nah, he’ll g"""HAPPY EASTER - HAVE A GREAT DAY!"""@irondan_93: No matter what the occasion, you always feel con"""@gileshenley: @lukemckinney I read your @realDonaldTrump arti"""@Colin: Mr. Trump, please buy our precious #BuffaloBills with"""""@suew777 Words I never expected to say in this lifetime....I hope Mr.Trump buys the Bills. I think its the best for team&fans"""@BillsMafia_G107 @suew777 I completely agree. I think @realDo"""""@tomko13: If @realDonaldTrump buys the Bills they will win th"""@AlexDub182821: Im pretty sure the new stadium project would """"@sirwilliam @realDonaldTrump @frankpro The Bills need someone not afraid to take chances. Mr.Trump, you have 100%of my support! @nflcommish",2014-04-19 07:53:37,33,16,457487176482422784
									    """"@frankpro   Frank, you are making a mistake. No one will do a b"""@CameronM_: I would vote @realDonaldTrump as president!""",20"""@angelofleven: @realDonaldTrump where do you get your energy "H"""@frankadgpr: @realDonaldTrump I recently heard you talked and"""@JohnTisdall: @realDonaldTrump You owe it to this country Go for it You can fix it""  I definitely can!",2014-04-18 21:53:45,44,8,457336214107193344
									    """@kennymacaskill1: @realDonaldTrump when are you starting the second golf course at trump international links #balmedie? No wind turbines.",2014-04-18 21:51:57,12,4,457335761353072640
									    """@markmilliken21: @realDonaldTrump @GeneralTso316 I own a few DT ties from Macy's, best ties I ever purchased...good stuff!!""  Thanks.",2014-04-18 21:49:46,14,6,457335211882450944
									    """@wen @realDonaldTrump Why aren't you one of the sharks on #SharkTank? You would be awesome on there!!"" But The Apprentice is much better!",2014-04-18 21:48:14,50,8,457334827432542208
									    """@MrJPL: An Aussie @TrumpWaikiki, such an amazing place. Well done @realDonaldTrump @IvankaTrump @DonaldJTrumpJr @EricTrump & happy Easter",2014-04-18 21:45:21,11,3,457334100219949057
									    """@EAikenz: @realDonaldTrump @renovacion Putin May be smart but he doesn't have the Art of the Deal!""",2014-04-18 21:44:47,22,18,457333960356663296
									    """@Welles19: @realDonaldTrump @renovacion Moscow's bully is no match for Brooklyn's finest. Trump by TKO, any day.""",2014-04-18 21:42:57,18,15,457333498836434944
									    """@GeneralTso316: @realDonaldTrump I have two of your ties and they are better quality than ties I own that cost $125."" At Macy's, great.",2014-04-18 21:42:31,29,5,457333387901276160
									    """@helfystyle: @realDonaldTrump you've got my vote for anything. I'm ready to go to work!""  Thank you.",2014-04-18 21:36:25,25,10,457331855625568256
									    """@renovacion: @realDonaldTrump I'd love to see you up against Putin. It'd be quite a match!""  I would win!",2014-04-18 21:35:26,62,34,457331608132272128
									    "Snowden is a spy who has caused great damage to the U.S. A spy in the old days, when our countr""""""""@_tamx0: @realDonaldTrump in love with your hotel Toronto loc"""""@T_Fox8: @realDonaldTrump for president, the only quasi-politi"""I"""I"ObamaCare enrollment lie: Obama counts an enrollee as a web user putting a plan in “their online shopping carts”http://bit.ly/1iwNfH3 ,2014-04-18 12:57:09,1TW"""The harder you work, the harder it is to surrender."" - @ProFootballHOF @buffalobills Head Coach Marv Levy",2014-04-18 11:26:05,200,217,457178260791885824
									    "Remember, if you don’t sell yourself, no one else will. Make sure the public, friends & the business community hears about your success.",2014-04-18 10:59:26,454,511,457171553260949504
									    CBO now estimates that over 2.5M"""@"""@bseybolt11 If @realDonaldTrump buys the @buffalobills and keeps them in Buffalo he'll become a legend.""  @nflcommish",2014-04-18 08:50:23,64,32,457139075032809472
									    Oscar Pistorious is guilty as hell!,2014-04-18 07:28:24,443,679,457118444664537088
									    """@LaydeePrivatier: @realDonaldTrump I enjoyed your speech at the Republican Convention in New Hampshire immensely!""  Thank you!",2014-04-18 07:14:11,21,9,457114864537055232
									    """@HereisDami: RT @realDonaldTrump: ""The price of greatness is responsibility."" -- Winston Churchill""",2014-04-18 07:11:55,63,72,457114295328051200
									    #TBT WrestleMania 23 http://instagram.com/p/m5-s3XmhUj/ ,2014-04-17 17:27:34,99,71,456906839960346624
									    "Always fun to read the @NewYorkObserver investigative piece re @AGSchneiderman, his mascara and more!http://bit.ly/1pqcEVR ",2014-04-17 17:05:48,15,7,456901361708199936
									    """@johnnydevine137  I'm all for Donald Trump owning the Bills. Give Trump a chance and watch the Donald, Trump the competition.""  @nflcommish",2014-04-17 17:03:09,68,39,456900697355583488
									    """@OwenFetnon @realDonaldTrump you buying the bills would be a dream come true! Thank you so much.""  @nflcommish",2014-04-17 16:58:59,38,15,456899646204289024
									    """@TpGraf82 @realDonaldTrump we know you would make a great president but talk about a beautiful first lady!"" So true! @MELANIATRUMP",2014-04-17 16:55:30,31,12,456898771172216832
									    """@Antonhomann  I've really come to like @piersmorgan - probabl""MM"""""""""@Michael_Haz  Donald, why don’t you go out to Nevada & cut a deal for #CliveBundy? No one is a better deal maker than you. Go do it!"" True!",2014-04-17 10:46:31,39,13,456805913928544256
									    """@EllieReynolds4 Trump 2016!!! @realDonaldTrump Rocked it on @seanhannity #GOP #president2016""  Thank you.",2014-04-17 10:41:59,26,13,456804771165249537
									    """@sherrymcmurry @realDonaldTrump Great interview on #Hannity.""  Thank you.",2014-04-17 10:40:24,18,6,456804372567961600
									    """@AndyLeeTweets: I'd rather @realDonaldTrump run for president than buy our football team.""  Interesting point!",2014-04-16 20:57:05,54,31,456597179411353601
									    """@Alertora27 If @realDonaldTrump does buy the Buffalo Bills, they could become a winning team in the near future""  Thanks.  @nflcommish",2014-04-16 16:32:11,69,38,456530514740924417
									    """@jimmy_arellano  The best thing that could happen to New York sports is @realDonaldTrump  buying the bills"" Thanks. @nflcommish",2014-04-16 16:09:56,67,43,456524915076632576
									    """@kerps80 @TrumpChicago @CNJohansens   Absolutely love The Trump in Chicago!  The view from the bar is incredible!!""  Thank you.",2014-04-16 15:58:55,21,8,456522145678381056
									    """@Going4theGreen @realDonaldTrump's Int'l course in Scotland. Ian Andrew proclaims the robe ""the best I've ever worn. That's awesome.""  Thx",2014-04-16 15:56:03,14,7,456521421783437312
									    Entrepreneurs:  Have your own vision and stick with it. Don’t be afraid to be unique. Don’t tread water--get out there and go for it.,2014-04-16 15:45:41,397,432,456518815187099648
									    "Entrepreneurs: Identify your goals, know precisely what you want to achieve. Then study the best people in your field and learn from them.",2014-04-16 15:03:38,483,476,456508231402405888
									    Entrepreneurs--Always remember that every day counts. Stay focused. Stay positive and develop momentum.,2014-04-16 14:35:12,483,476,456501073663258624
									    I pick the best locations- @Trump_Charlotte has incredible views of beautiful Lake Norman. http://instagram.com/p/m287TFmhXQ/ ,2014-04-16 13:13:19,58,32,456480467584180224
									    """Success breeds success. The best way to impress people is through results."" - Think Like a Billionaire",2014-04-16 12:41:00,401,573,456472336037068800
									    "“My office is at Yankee stadium. Yes, dreams do come true.” - @Yankees Captain Derek Jeter",2014-04-16 11:41:45,187,142,456457424845541377
									    Obama has changed the Census so “it will be difficult to measure the effects” of O'Care http://nyti.ms/1eyPp9I   REAL data hidden,2014-04-16 11:28:03,68,112,456453978457243648
									    "In Hudson Valley @TrumpNationalNY’s course has pristine fairways, tour caliber greens & 64 strategic sand bunkers http://bit.ly/1bPJRPP ",2014-04-16 11:03:17,20,10,456447746455527424
									    """@SI_PeterKing: Why do baseball players slide headfirst? Are they just, like, not smart?""  Great point, and also, thank you Peter!",2014-04-16 07:34:35,33,29,456395223237550081
									    @PriscoCBS  Thank you!,2014-04-16 07:29:18,4,0,456393894289084416
									    """@neevee31: “@BillRancic:10 yrs ago I won the 1st season of the Apprentice..Thank you @realdonaldtrump 4 a life changing event""",2014-04-16 03:01:18,61,17,456326449482723328
									    “Happiness is not something ready made. It comes from your own actions.” - @DalaiLama,2014-04-15 16:07:59,263,368,456162037626724352
									    "“Don’t toss off your problems, and don’t dwell on them either. Deal with them!” – Think Like a Champion",2014-04-15 15:36:02,306,368,456153995468230656
									    Get Snowden back from Russia—he has done tremendous damage to the US & should pay a very heavy price.,2014-04-15 14:56:32,101,83,456144054640586752
									    "On top of the disrespect shown by Russia, don’t forget they still have Snowden, who has given them (& everyone) massive US secrets.",2014-04-15 14:55:38,80,93,456143828991213568
									    "Remember, negotiations are fluid. Remain calm and don’t settle easily. If you have the goods, you will ultimately win.",2014-04-15 14:26:54,333,295,456136601039818752
									    """@NickySummer @AlexSalmond Wind farms are an eyesore all over Scotland...ruining the most beautiful parts of our country. A disgrace!"" True!",2014-04-15 13:53:46,25,21,456128260741799936
									    "NYC's sole hammam, The Spa at @TrumpSoHo offers classic treatments inspired by wellness rituals f/around the world http://bit.ly/1t56lc7 ",2014-04-15 13:47:40,20,8,456126723692961792
									    """I'm c"""V""""@AlexSalmond-I have no doubt that you will come to your senses """""""@garc8509: @realDonaldTrump no"""@JWysocki91: @realDonaldTrump I live in NH and will vote for you in 2016!!!""  Thank you!",2014-04-14 19:40:03,31,16,455853017049604097
									    """@chpnaput:  Donald, you need to promote the GILC, it is a great event and shows off Doonbeg. Best resort I have ever stayed at!""",2014-04-14 19:20:41,16,6,455848142626635777
									    "Al Sharpton said they are ""even making it more harder to register people to vote"". Which is worse, his grammar or his thoughts?",2014-04-14 19:00:57,670,522,455843179011801088
									    "Obama lied when he said “you can keep your plan,” so why would anyone believe his bogus ObamaCare enrollment numbers?!",2014-04-14 17:00:30,451,420,455812865937928192
									    Via @BreitbartNews by @rwildewrites: “TRUMP: ‘I WOULD BUILD A BORDER FENCE LIKE YOU HAVE NEVER SEEN BEFORE’”http://bit.ly/1p3k5Et ,2014-04-14 16:42:00,73,43,455808209388048385
									    My interview with WMUR’s @JoshMcElveen at #NHFreedomSummithttp://bit.ly/1p3jp2b ,2014-04-14 16:38:29,17,17,455807324159246336
									    "Big thanks to @David_Bossie, @Citizens_United & @AFPhq for hosting me at #NHFreedomSummit. Will be back to the Granite State soon!",2014-04-14 16:36:09,18,13,455806736193290241
									    "On the shores of Lake Norman, @Trump_Charlotte presents the true luxury lifestyle and an elite golf course http://bit.ly/WuYYtC ",2014-04-14 16:29:42,28,16,455805114658615296
									    "An appeaser is one who feeds a crocodile, hoping it will eat him last.
									     -- Winston Churchill",2014-04-14 16:26:09,221,283,455804223184437250
									     """@MattySmales1 @realDonaldTrump we need one of your golf courses in Orlando they are world class I love the Doral we need one here""  Thanks.",2014-04-14 16:22:03,22,6,455803189397581824
									     """@awwyeah123 @STOCKToronto I had an incredible dining experience @ STOCK. Honestly unparalleled! The food, staff & service was beyond"" Thx",2014-04-14 16:19:45,17,5,455802609589583872
									     """@bahia6085  Thanks. I'm rewinding it now. Always makes my Mon"" "h"W"""""""""""" "I""""""""""""""""@Lfarotimi: @realDonaldTrump quote ""you don't have to be rut.Congratulations to @STEPHENATHOME - I will see you on the show!,"Entrepreneurs, keep this in mind:
									     ""Great spirits have always enco -- Albert Einstein",2014-04-10 15:56:28,552,708,454347200601280513
									     "Entrepreneurs, always remember that every business relationship can lead to greater deals in the future. Be sure to cultivate rNothing great was ever achieved without enthusiasm.  -- Ralph Waldo Emerson,2014-04-10 15:47:33,289,323,454344956292124672
									     If traveling to the Windy City to celebrate 100th anniversary of Wrigley Field @TrumpChicago is Chicago’s #1 hotel http://bit.L""#TBT On the stage during the Emmys performing ""Green Acres"" wi"""@JEngleLV: @realDonaldTrump had a great stay at #trumplasvega"""@JEngleLV: @realDonaldTrump the art of the deal changed my life and real estate career. Thank you.""  Great!",2014-04-10 06:4"""""""@billywmerritt: @realDonaldTrump I am democrat and I would voReally looking forward to watching The Masters this weekend - one of THE GREATEST SHOWS ON EARTH"""@Mason_Marcucci: You're definitely going to run just admit it. You would wipe the FLOOR with those clueless academics. #realworldsolutions""",2014-04-10 05:34:52,26,10,454190768371298304
									     """@cbreeze65: @realDonaldTrump. The only OB-vious candidate for the right. The Don needs to run! It just makes sense.""",2014-04-10 05:33:36,17,5,454190451948797952
									     """@HappyGuy201: I honestly think @realDonaldTrump would fix the mess this country has become.""  I could and would'",2014-04-09 22:03:09,121,40,454077089260797953
									     """@DurandSentinus @TeddiLocke I would vote for you because you believe in and love this country like Ronald Reagan & the Founding Fathers did",2014-04-09 21:56:56,47,19,454075527201296384
									     """@MartinDaryn: @realDonaldTrump what I wouldn't give to see you as president. Let's save this sinking ship!""",2014-04-09 21:55:24,48,16,454075140205445120
									     """@Tingmanusa: ""@realDonaldTrump: ""@EldyCorrea: @realDonaldTrump Yes, go ahead and run for President. We need you so badly!"""" Yes we do!",2014-04-09 21:51:02,37,14,454074043675975681
									     """@TeddiLocke: @realDonaldTrump Absolutely! Plz Run! Bring Respect back to the Presidency with integrity & good moral standing!!""",2014-04-09 21:49:59,33,15,454073779355136001
									     """@EldyCorrea: @realDonaldTrump Yes, go ahead and run for President. We need you so badly!""",2014-04-09 21:14:21,48,15,454064809232039937
									     """@KennicotAsks: @realDonaldTrump Of all the fellow celebrities you've met, which do you consider to be the most humble?""  ME!",2014-04-09 21:08:33,55,37,454063351111229440
									     """@keithrh: How long do you think the United States will take to recover from our current administration?"" A long time, unless I become Pres.",2014-04-09 21:06:32,156,83,454062844540362752
									     """@PhilRamlet: @TrumpDoral  I was!!! Our caddy Mateo understands customer service... Please recognize him Mr Trump""  Great job Mateo, thanks!",2014-04-09 21:0""""""""âMy @NewsRadio967 interview re Jeb Bush's absurd immigration commL""S.@garyplayer  you were great on @"""T""".@mcuban says he is a member of Dallas National but doesn’t plaS"""@kimkotter  Kim, keep up the great work - you are really doing "It's 4.35 a.m. and I am working on a very exciting (and hopeful"""@ikiibrahim: @realDonaldTrump - the Donald has done great all"""@GolfSwingShirt Head Pro @ Trump LA, waiters,valet parkers,an"""@ikiibrahim: @realDonaldTrump - the Donald has done great all over!!!!!""  Thanks.",2014-04-07 21:19:34,16,9,4533413487041617"""@GolfSwingShirt @BilldaBeastII Team Golf Swing Shirt just played at Trump LA with Padraig Harrington -great conditions & a beautiful course",2014-04-07 21:17:01,15,13,453340704165863424
									     """@BilldaBeastII: @realDonaldTrump you done good in L.A. They need to play a PGA tourney here... for real! pic.twitter.com/pTBzlPxcWf""  Thanks!",2014-04-07 20:24:23,89,42,453327459103297536
									     Launching the Trump Home by Dorya Furniture Collection today. It looks amazing! @HPMARKETNEWS @DoryaInteriorspic.twitter.com/RRC1jMWclG,2014-04-07 15:49:42,233,93,453258333919531009
									     """@tiffanypearls: @realDonaldTrump I want to work on The Donald's campaign. He is the only candidate worth the energy. #trump2016""",2014-04-07 07:55:05,54,30,453138891525337088
									     """@brucetobin: @realDonaldTrump Hello Mr.Trump If you were to run for president to show these clowns how it's done you already have my vote""",2014-04-07 07:53:47,56,26,453138564491259904
									     """@InTheElections: @realDonaldTrump @racrboi90 Problem is so many of our leaders aren't really leaders.Help us Mr. Trump before it's too late",2014-04-07 06:55:02,35,15,453123780194627584
									     """@HighlifeLondon: @realdonaldtrump, our meembers have voted Trump International Golf Links as one of the best courses in the world!",2014-04-07 06:53:39,17,13,453123431501139968
									     """@mike_carrion99: @realDonaldTrump Do the U.S. a favor and run for Pres.2016! We need a REAL leader who wont put up w/ shit."" Nicely said!",2014-04-07 06:52:24,62,30,453123119503663104
									     Will be on Fox & Friends at 7.00 this morning - ENJOY!,2014-04-07 06:47:34,69,25,453121899544211456
									     """@MikeHemenway: Common sense, guts, smarts, proven leader! @realDonaldTrump what this country needs for president! Retweet if you agree",2014-04-07 02:18:25,68,81,453054166391586816
									     """@oversplayer: @realDonaldTrump “Hollywood has unfortunately become a memory. It's nothing but a sign on the side of a hill.”  Mickey Rooney",2014-04-07 02:15:45,88,73,453053495609131008
									     """@jplw70: @realDonaldTrump @Lexi So happy for her too, she played super!""  She is a great player and a great person!",2014-04-06 22:30:34,21,17,452996825348595712
									     @XenaHer1   Thanks Xena!,2014-04-06 22:26:19,3,1,452995756962906112
									     """@RyanJKren22: If you haven't read The Art of the Deal by @realDonaldTrump, you're REALLY missing out. #LikeABoss #BusinessAdv"""""""""@mgmacdon: @realDonaldTrump i""""""M"@""""""@RivalofElmBlock: @TMZ mark cuban is a nut. way less powerful than Donald Trump""  I agree - also, in many ways, a total lose"""@DenZen: Successful people work their asses off to make it, o"""@DenZen: @realDonaldTrump I love your passion & boundless energy. It's fantastic just how tireless u are in your quest for an"""@ndumisozungu22: @realDonaldTrump The only human i would trus"""""""@GodFocker: @realDonaldTrump please run for president, you're the best we've got and i will vote for you in 2016.""",2014-04-05 07:13:52,51,13,452403744307957760
									     """@Prayformetoo: @realDonaldTrump Donald you should be President, with Bill O'Reilly as Vice P. You would both fight for the abused kids.",2014-04-05 07:13:02,32,17,452403534131376128
									     """@oldschoolRUSH:Mr T, U should replace Dave! You are Funny, Clever, Smart, Handsome,Charismatic, Insightful,Successful..Like He Has A Twin!""",2014-04-05 07:09:22,23,20,452402612080762880
									     """@thequote: Without passion you don't have energy, without energy you have nothing. - Donald Trump""",2014-04-05 06:13:19,192,227,452388504757370880
									     """@nikkio:  6 BILLION $'s goes missing from State dept -Where's the outrage? If u were Prez- they'd find it fast http://www.thefiscaltimes.com/Articles/2014/04/04/6-Billion-Goes-Missing-State-Department …""",2014-04-05 06:11:40,53,66,452388090372718593
									     """@TristacksEff: @realDonaldTrump would bring us back from this mess @BarackObama put us in. #RunForPresident #2016""  True!",2014-04-05 06:10:50,37,15,452387879755730944
									     """@indigoblue65: @realDonaldTrump Ummm...I like the sound of President Trump!?!?!""  Thank you!",2014-04-05 06:10:25,36,22,452387775435005952
									     """@FrankyGarbaggio: @realDonaldTrump you are the man plain and simple.""  Thank you, very nice.",2014-04-05 05:56:09,37,10,452384186071261184
									     """@mnm769: @realDonaldTrump @JHKING17 why don't u do it Donald trump""  Just watch!",2014-04-05 05:55:31,22,8,452384025190359040
									     """@JHKING17: @realDonaldTrump please do our nation a favor and run for president!! #trump2016""  Somebody good better do that, and fast!",2014-04-05 05:49:17,43,20,452382458521346048
									     """@bluestar4fan: @realDonaldTrump @CNN Been a long time since CNN was great. Could learn lessons in greatness from you and FOX News."" True!",2014-04-05 05:27:55,34,27,452377082149216256
									     """@PatsSoxFan71: @realDonaldTrump @AndrewKirell if you hosted the late show you couldn't run for president. #trump2016""  That is true!",2014-04-04 23:13:14,26,15,452282790453985280
									     """@BeBeSXM: @realDonaldTrump I cross the whitestone bridge regularly...it went from a dump to aI""""I"""""""".""""@andzi11 @realDonaldTrump Watching the Celebrity Apprentice love it. Truly my favorite show #boladagur #gottaloveit"" Thanks",2014-04-04 11:26:25,16,6,452104913322274816
									     """@Cfwaye @realDonaldTrump you know what is great about you. You didn't just chase a dream, you envisioned one.""  Thank you.",2014-04-04 11:19:50,40,18,452103256463138816
									     """@danieljshaw @realDonaldTrump @Letterman was always funny watching you two banter! That will be missed!""  I agree!",2014-04-04 11:06:16,20,12,452099840194142210
									     .@Andre_Reed83  Thanks for your nice words. You are a real champion. I’m pushing!,2014-04-04 11:04:30,25,11,452099398034804736
									     """@renee41961 @realDonaldTrump I like the Donald becuz he is not afraid to speak the truth no matter what it is! #therealdeal"" Thank you.",2014-04-04 10:53:58,37,15,452096748207767552
									     """Never let the fear of striking out get in your way."" -- Babe Ruth",2014-04-04 09:51:54,322,436,452081126128250881
									     I can't believe David Letterman has announced his retirement--he is a great guy! @Letterman,2014-04-03 17:17:08,274,172,451830783981133824
									     "Ask yourself: ""What can I learn today that I didn't know before?"" Always be a student, always be open to new ideas.",2014-04-03 16:34:27,597,775,451820042876116993
									     """@1tannedman @realDonaldTrump I have about 40 of ur ties wouldn't wear anything else""  You have great taste, thanks.",2014-04-03 11:32:30,29,11,451744056327307264
									     """@LilCheezWiz @realDonaldTrump Thank you for standing with us in Albany""  My honor!",2014-04-03 11:30:39,17,6,451743590314954752
									     """@ZacKing30  The Trumps are my favorite public figures. Hands down! @IvankaTrump @realDonaldTrump"" Thank you!",2014-04-03 11:16:16,29,12,451739969661710337
									     """@lisagoetz  Whether it's the real him or not...The Donald is full of wise words!!  #listenup #lovethatguy #businessmind""  It is!",2014-04-03 11:07:23,34,8,451737735351795712
									     """@MateoHielo please buy @buffalobills Upstate NY would love to have you be the owner of our Franchise #prayersforJK"" Thank you.",2014-04-03 11:03:10,26,13,451736675384037376
									     """If Trump became president he would do an amazing job; if Obama took over Celebrity Apprentice, he'd fail.""  What's your opinion? I agree!",2014-04-03 10:55:35,230,138,451734763544793088
									     """Great works are performed not by strength but by perseverance.""-- Samuel Johnson",2014-04-03 10:42:38,172,247,451731505782743041
									     I hear the very ungrateful @ArsenioHall has a show that is absolutely dying in the ratings. Really too bad!,2014-04-03 10:30:49,82,36,451728531492704256
									     """@evneleven: @realDonaldTrump for President! Your the only one who knows how to run this country #TrumpforPres #success #awesomeness""",2014-04-03 08:31:50,64,28,451698590285856768
									     Entrepreneurs: Watching you could be the motivation for your employees.Make it an example that will best serve the success of your business.,2014-04-02 13:44:26,205,224,451414869544562688
									     "Entrepreneurs: Pay attention to details. If you don’t know everything about what you’re doing, you'll be in for some big surprises.",2014-04-02 13:40:30,280,279,451413881014210560
									     Entrepreneurs: Be cautiously optimistic.  Call it positive thinking with a lot of reality checksV" """"T"""Y"""""""""In New York, March was the coldest month in recorded history - we could use some GLOBAL WARMING"""@harvey_handy: @realDonaldTrump if POTUS what would you do with Russia right now?""  All I can say is that they would respect the U.S.",2014-04-01 08:01:13,42,22,450966109928574976
									     """@shaneandstamp: @realDonaldTrump your a respected businessman. Why do you deny peoples knowledge about climate change. You mean GLOBAL W",2014-04-01 07:55:59,15,12,450964791985971200
									     """@GuyEndoreKaiser: @realDonaldTrump I've read Art of the Deal a dozen times! Only you can fix this country!"" That is perhaps true!",2014-04-01 07:54:08,59,39,450964325013135361
									     """@gretawire: A GIANT THANK YOU TO ALL THE ON THE RECORD VIEWERS at 7pm — you are THE REASON we remain #1 at 7pm!  Great going Greta.",2014-04-01 07:47:52,44,15,450962747845799938
									     """@TimNaples: @realDonaldTrump @AlexSalmond @AberdeenCC @AberdeenshireCC Wind energy is a destructive force for wildlife.""  True!",2014-03-31 20:26:57,18,16,450791391682379776
									     """@sowinski_house: @realDonaldTrump Donald Trump for president!""  A very wise choice, thanks!",2014-03-31 20:25:15,55,32,450790962911256577
									     """@KanStalwart3 @AlexSalmond @AberdeenCC @Aberdeenshire Truth look to Southern California ugly white poles with bird killing fans""",2014-03-31 17:58:15,25,10,450753970815135746
									     """@DrewHutch13  w/ you on those windmills my man!! Waste of $$$, time and other resources."" @AlexSalmond @AberdeenCC",2014-03-31 17:55:43,19,12,450753331498340352
									     Noisy windfarm driving community crazy!   http://bit.ly/1mFSx66  @AlexSalmond @AberdeenCC @AberdeenshireCC,2014-03-31 17:25:59,24,26,450745848465727488
									     "Because of President Obama's failed leadership, we have put Vladimir Putin & Russia back on the""""@xadusx @realDonaldTrump @SamJabbo or ""Never give up"" they'r"""""""."""""""@OnlyAnnieHorton: @realDonaldTrump @larksnestartist @MagnaSearchGRP Please keep fighting. Thr""@MagnaSearchGRP Your new TRUMP tower in Vancouver looks fantast"""@ell7654321: @realDonaldTrump If u run for president u have m""""@CarltonCountry: @johnrich  Do u have any idea when the new season of #CelebrityApprentice will be on?"" In the FALL - shooti"""@kenzoeblair: If @realDonaldTrump retweeted me... I'd prob cr"""@Pavlo_Rodriguez: @realDonaldTrump your books inspire me, tha"""@DanScavino: WHAT DONALD TRUMP DID TO BRING BACK ARSENIO HALL""""""@Winger23: Obamacare has ruined healthcare. Everyone I know is having a hard time paying their new plans. It costs too much!""""@chrispilz: @realDonaldTrump Would you consider running for pres in 2016?""  That absolutely could happen. Our country needs """@pwnza: @realDonaldTrump why aren't you president yet?""  A very good question!",2014-03-29 20:00:57,102,61,45006007299212083"""@wmdavid66: @realDonaldTrump @ArsenioHall It is without a dou"""@johnrich: One thing about @realDonaldTrump he never sugar coats anything...I'm SURE @Arseniohall is appreciative, as am I.""  Thanks John!",2014-03-29 15:25:13,26,9,449990679318790144
									     """@"""@tx_shaun: @realDonaldTrump its true, he didn't get his show """@AlexArancio: @ArsenioHall doesn't mention Apprentice because"""@TarrKoziara: @realDonaldTrump @ArsenioHall The Apprentice has started and revived a lot of people's careers.""  Very true!",2014-03-29 15:12:04,50,16,449987370516226048
									     ".@ArsenioHall - How quickly people forget, but not me! You told me that without The Apprentice you could never have gotten your show - Sad!",2014-03-29 15:06:52,87,54,449986063910830081
									     ".@ArsenioHall - The only thing you don't mention in the nice Esquire piece about you is The Apprentice, without which you would be nowhere!",2014-03-29 15:02:52,95,62,449985056766177280
									     "@PrincessDaytura @realDonaldTrump for president - it's reality, he is reality and he is the ONLY one capable of making the necessary changes",2014-03-29 09:02:49,4,5,449894447250427904
									     "To all haters and losers: I am NOT anti-vaccine, but I am against shooting massive doses into tiny children. Spread shots out over time.",2014-03-29 05:11:51,597,327,449836320572321792
									     "To all young (and old) entrepreneurs: Believe in yourself, talk"""Entrepreneurs:  Believe in yourself. If you don’t, no one elseEF""S""""""@realjuliemallen  indeed she """@KarenHaywood3 @realDonaldTrump  Both your parents were very """@Steal70 @realDonaldTrump enjoying the Toronto property for m"""@HN_JAD @realDonaldTrump @DonaldJTrumpJr your Trump Hotel in #Vegas is spectacular. Amazing strip views."" Thank you.",2014-03-28 08:57:43,22,8,449530777085411328
									     "Healthy young child goes to doc""""""@saladgyrl: @RockChalkSpence  Someone I know has a child who had a seizure within minutes of a shot in Dr's office, was autis"""@GiorgiMassimo:3 words to keep in mind every day for getting Coach W to his basketball players - BE QUICK BUT DON'T HURRY!,2014-03-28 00:31:11,80,65,449403304163155968
									     """@Bossman140: @realDonaldTrump the most brilliant observation you have ever made. Parents should take your advice""",2014-03-2I"""""@rtesta: Please run for President and announce it in NH! We n"""@Shaughnessy89: @realDonaldTrump IS THE MAN!! Give us a shoutout for your friends in Ireland Donald!",2014-03-27 19:13:14,20,"""@oben02: Money was never a big motivation for me, except as a way to keep score. The real excitement is playing the game.  @r"""""@Zigmanfreud: Please thank @realDonaldTrump for his cool note"""@CindyCuller2 @realDonaldTrump Love this picture and she was a great beauty!  Thanks for the ""private"" family picture."" Thanks.",2014-03-27 17:41:11,12,9,449300122204393474
									     """@Jamie_Lynch1  Playing @realDonaldTrump aberdeen course tommorow heard its amazing soon find out""  Enjoy!",2014-03-27 17:37:33,14,8,449299210027159554
									     """@Candynecklace2  wow wow wow!!!!! Your mother was a stunning drop dead gorgeous woman just like @MELANIATRUMP ""  True!",2014-03-27 17:31:58,17,6,449297801756041216
									     """@WinstonS6079W   I'm sure they're very proud of you and what your family has been able to accomplish"" They were great!",2014-03-27 17:30:52,9,6,449297526173470721
